,summary,Urbane_Hitzeinsel,Klimawandel,Tipping_Points,Oekologie,Energiewende,Landwirtschaft,Waermewende,Klimaextreme,Gesundheit,Wasserversorgung,Industrie,Geo_Engineering,Verkehrswende,word
weitere,5.902849111135789,0.08652926159613233,-0.1741577317981885,0.027216678748815108,0.06211311219915785,-0.27424593202075037,0.050139348239566624,0.0,0.062176357606039984,0.7374368085277335,0.062176357606039984,0.03907188236870065,0.08449869140346208,0.0,weitere
rund weit+er+e,5.902849111135789,0.08652926159613233,-0.1741577317981885,0.027216678748815108,0.06211311219915785,-0.27424593202075037,0.050139348239566624,0.0,0.062176357606039984,0.7374368085277335,0.062176357606039984,0.03907188236870065,0.08449869140346208,0.0,rund weit+er+e
europäische,5.967993371798266,0.07152172576130084,-0.19130786430193283,0.011766706521184726,0.04692724370719232,-0.2883666925976489,0.03498865459883699,0.0,0.04699035674454935,0.848798614867071,0.04699035674454935,0.023934890298248777,0.06949649359999567,0.0,europäische
weit+er+e europäisch+e,5.967993371798266,0.07152172576130084,-0.19130786430193283,0.011766706521184726,0.04692724370719232,-0.2883666925976489,0.03498865459883699,0.0,0.04699035674454935,0.848798614867071,0.04699035674454935,0.023934890298248777,0.06949649359999567,0.0,weit+er+e europäisch+e
Gesundheitsorganisationen,6.3783041911248635,-0.0008290508890357274,-0.2667830564452935,-0.06122790464262037,-0.025682957422780497,-0.3594188641819393,-0.03756997001880776,0.0,-0.025620038493680584,1.2324854631048705,-0.025620038493680584,-0.04860364617414403,-0.0028464572999635502,0.0,Gesundheitsorganisationen
europäisch+e gesundheit+s+organisation+en,6.3783041911248635,-0.0008290508890357274,-0.2667830564452935,-0.06122790464262037,-0.025682957422780497,-0.3594188641819393,-0.03756997001880776,0.0,-0.025620038493680584,1.2324854631048705,-0.025620038493680584,-0.04860364617414403,-0.0028464572999635502,0.0,europäisch+e gesundheit+s+organisation+en
deutlich,27.547265928154754,-0.10481728579886768,0.15290137195314435,-0.032809105510772756,-0.07418074465771032,-0.5634198621420656,-0.09053402601475813,0.0,-0.07410109048996748,0.10365531762551344,-0.07410109048996748,-0.10331785433523774,-0.10752281011329856,0.0,deutlich
gesundheit+s+organisation+en deutlich,5.7226266334210605,0.09566392499519262,-0.17671922301739101,0.03394524717175243,0.07027853039326797,-0.2602335929663231,0.05849870226406948,0.0,0.07034104587187541,0.7031200225418348,0.07034104587187541,0.047506763753794146,0.0936627767234568,0.0,gesundheit+s+organisation+en deutlich
deutlich mehr,9.407909198756398,0.04096024170437526,-0.022897034075870012,0.025615150243816574,0.03450521527249999,-0.3855471556618609,0.019973969231389936,0.0,0.03457806057378577,0.376684117161398,0.03457806057378577,0.00790678565760674,0.03853899635416856,0.0,deutlich mehr
Anstrengung,5.618293379933705,0.10798113795422994,-0.16768689984296653,0.04559070408905095,0.08232539358950411,-0.24653049128461063,0.07060087678546764,0.0,0.0823877008395466,0.6129108102504272,0.0823877008395466,0.05963047185932824,0.10598837688132665,0.0,Anstrengung
mehr anstrengung,5.618293379933705,0.10798113795422994,-0.16768689984296653,0.04559070408905095,0.08232539358950411,-0.24653049128461063,0.07060087678546764,0.0,0.0823877008395466,0.6129108102504272,0.0823877008395466,0.05963047185932824,0.10598837688132665,0.0,mehr anstrengung
müsse,5.914920908141646,0.045450451112339946,-0.2362382830915222,-0.018166671940287024,0.01930130799434397,0.42645201972554003,0.00767912529814731,0.0,0.01936322993252252,0.43239579505189746,0.01936322993252252,-0.003251447659833174,0.04347320296419341,0.0,müsse
Erkl…,5.439563788161198,0.1253258765381688,-0.15849551044392035,0.061275639919654734,0.09900261455735525,-0.22571648325779473,0.08741697695511501,0.0,0.09906439887637293,0.481997343275675,0.09906439887637293,0.07650062598954699,0.12335416685890724,0.0,Erkl…
müss+e erkl…,5.439563788161198,0.1253258765381688,-0.15849551044392035,0.061275639919654734,0.09900261455735525,-0.22571648325779473,0.08741697695511501,0.0,0.09906439887637293,0.481997343275675,0.09906439887637293,0.07650062598954699,0.12335416685890724,0.0,müss+e erkl…
+2811,5.413146509285892,0.12752153036472527,-0.15776342079658676,0.06317448758236936,0.10107897388949964,-0.22289372113010164,0.08951850537890034,0.0,0.10114066342276748,0.4656799024741156,0.10114066342276748,0.07861194848739078,0.12555363466789862,0.0,+2811
erkl… +2811,5.413146509285892,0.12752153036472527,-0.15776342079658676,0.06317448758236936,0.10107897388949964,-0.22289372113010164,0.08951850537890034,0.0,0.10114066342276748,0.4656799024741156,0.10114066342276748,0.07861194848739078,0.12555363466789862,0.0,erkl… +2811
+2811 chars,5.3916482538776584,0.12924801281916287,-0.15727284666114386,0.0646506004930354,0.10270484276627816,-0.22063665875633245,0.09116568498080964,0.0,0.10276645204066974,0.45297601724802034,0.10276645204066974,0.08026742024275059,0.127283346154054,0.0,+2811 chars
Falt-Photovoltaik,3.2018981569960454,0.12478184152729699,-0.530810900390764,-0.004374865823269674,0.0728063926527108,0.8884526698388191,0.0695515794303392,0.0,0.07283656041919814,0.06925888021626163,0.07283656041919814,0.06184277636194326,0.12405961388680758,0.0,Falt-Photovoltaik
Doppelte,3.2180883930481894,0.11973813302483519,-0.5358546088932259,-0.009418574325731482,0.06776268415024898,0.9056825800037503,0.06450787092787727,0.0,0.06779285191673624,0.06421517171379962,0.06779285191673624,0.05679906785948149,0.11901590538434557,0.0,Doppelte
falt+-+photovoltaik doppelt+e,3.2180883930481894,0.11973813302483519,-0.5358546088932259,-0.009418574325731482,0.06776268415024898,0.9056825800037503,0.06450787092787727,0.0,0.06779285191673624,0.06421517171379962,0.06779285191673624,0.05679906785948149,0.11901590538434557,0.0,falt+-+photovoltaik doppelt+e
Stromausbeute,3.226471352568657,0.11713656997648302,-0.538456171941578,-0.01202013737408377,0.06516112110189673,0.9144217818676126,0.06190630787952525,0.0,0.06519128886838411,0.06161360866544745,0.06519128886838411,0.05419750481112924,0.11641434233599329,0.0,Stromausbeute
doppelt+e strom+ausbeute,3.226471352568657,0.11713656997648302,-0.538456171941578,-0.01202013737408377,0.06516112110189673,0.9144217818676126,0.06190630787952525,0.0,0.06519128886838411,0.06161360866544745,0.06519128886838411,0.05419750481112924,0.11641434233599329,0.0,doppelt+e strom+ausbeute
schwenkbarer,3.244874588222552,0.11144894782404677,-0.544143794094014,-0.01770775952651986,0.05947349894946071,0.9331886063865007,0.05621868572708908,0.0,0.059503666715948006,0.05592598651301151,0.059503666715948006,0.04850988265869316,0.11072672018355734,0.0,schwenkbarer
strom+ausbeute schwenk+bar+er,3.244874588222552,0.11144894782404677,-0.544143794094014,-0.01770775952651986,0.05947349894946071,0.9331886063865007,0.05621868572708908,0.0,0.059503666715948006,0.05592598651301151,0.059503666715948006,0.04850988265869316,0.11072672018355734,0.0,strom+ausbeute schwenk+bar+er
Solaranlage,3.259763265594298,0.10687107471009988,-0.5487216672079612,-0.022285632640466832,0.054895625835513696,0.9479665074163675,0.05164081261314213,0.0,0.054925793602000915,0.05134811339906445,0.054925793602000915,0.04393200954474609,0.10614884706961049,0.0,Solaranlage
schwenk+bar+er solaranlage,3.259763265594298,0.10687107471009988,-0.5487216672079612,-0.022285632640466832,0.054895625835513696,0.9479665074163675,0.05164081261314213,0.0,0.054925793602000915,0.05134811339906445,0.054925793602000915,0.04393200954474609,0.10614884706961049,0.0,schwenk+bar+er solaranlage
solaranlage der,3.274937828338178,0.10222676434255917,-0.5533659775755018,-0.02692994300800735,0.05025131546797321,0.962671526114502,0.046996502245601465,0.0,0.050281483234460383,0.04670380303152378,0.050281483234460383,0.0392876991772057,0.10150453670206977,0.0,solaranlage der
System,3.9154796957261,-0.07641220004477872,-0.7320049419628399,-0.20556890739534553,-0.12838764891936488,1.3767592434112204,-0.1316424621417366,0.0,-0.12835748115287773,-0.13193516135581426,-0.12835748115287773,-0.13935126521013239,-0.07713442768526833,0.0,System
der system,3.9154796957261,-0.07641220004477872,-0.7320049419628399,-0.20556890739534553,-0.12838764891936488,1.3767592434112204,-0.1316424621417366,0.0,-0.12835748115287773,-0.13193516135581426,-0.12835748115287773,-0.13935126521013239,-0.07713442768526833,0.0,der system
verfolgt,3.2902753114263597,0.09755440697524335,-0.5580383349428177,-0.031602300375323404,0.045578958100656965,0.9771830534673929,0.04232414487828551,0.0,0.04560912586714431,0.04203144566420768,0.04560912586714431,0.034615341809889615,0.09683217933475352,0.0,verfolgt
system verfolg+t,3.2902753114263597,0.09755440697524335,-0.5580383349428177,-0.031602300375323404,0.045578958100656965,0.9771830534673929,0.04232414487828551,0.0,0.04560912586714431,0.04203144566420768,0.04560912586714431,0.034615341809889615,0.09683217933475352,0.0,system verfolg+t
Sonnenstand,3.327948724241658,0.08616953407509051,-0.5694232078429705,-0.04298717327547631,0.034194085200504154,1.0114139869236405,0.030939271978132753,0.0,0.03422425296699155,0.030646572764055108,0.03422425296699155,0.02323046890973662,0.08544730643460086,0.0,Sonnenstand
verfolg+t sonne+n+stand,3.327948724241658,0.08616953407509051,-0.5694232078429705,-0.04298717327547631,0.034194085200504154,1.0114139869236405,0.030939271978132753,0.0,0.03422425296699155,0.030646572764055108,0.03422425296699155,0.02323046890973662,0.08544730643460086,0.0,verfolg+t sonne+n+stand
reagiert,3.3714810597100424,0.07317351812292226,-0.5824192237951386,-0.055983189227644274,0.0211980692483363,1.048660214393761,0.01794325602596474,0.0,0.02122823701482342,0.017650556811886896,0.02122823701482342,0.010234452957568757,0.07245129048243273,0.0,reagiert
sonne+n+stand reagier+t,3.3714810597100424,0.07317351812292226,-0.5824192237951386,-0.055983189227644274,0.0211980692483363,1.048660214393761,0.01794325602596474,0.0,0.02122823701482342,0.017650556811886896,0.02122823701482342,0.010234452957568757,0.07245129048243273,0.0,sonne+n+stand reagier+t
Unwetter,11.959660918893544,-0.015362750121937397,-0.005771290897825272,-0.01252998860997723,-0.01425353055657112,0.12755397406235405,-0.029417655303149725,0.0,-0.014178317242841795,-0.02699378073105765,-0.014178317242841795,-0.04173332954787687,-0.017881805043812937,0.0,Unwetter
reagier+t unwetter,3.4192543126718666,0.059103159465555465,-0.5964895824525055,-0.0700535478850113,0.0071277105909691,1.0869684773518764,0.003872897368597736,0.0,0.007157878357456408,0.003580198154519921,0.007157878357456408,-0.003835905699798272,0.05838093182506576,0.0,reagier+t unwetter
Schneefall,3.4627423564382394,0.04646478583289893,-0.6091279560851619,-0.08269192151766758,-0.005510663041687264,1.1197365693213666,-0.008765476264058637,0.0,-0.005480495275199939,-0.009058175478136435,-0.005480495275199939,-0.01647427933245466,0.045742558192409584,0.0,Schneefall
unwetter schnee+fall,3.4627423564382394,0.04646478583289893,-0.6091279560851619,-0.08269192151766758,-0.005510663041687264,1.1197365693213666,-0.008765476264058637,0.0,-0.005480495275199939,-0.009058175478136435,-0.005480495275199939,-0.01647427933245466,0.045742558192409584,0.0,unwetter schnee+fall
Morgens,3.51280704369747,0.03211020412082319,-0.6234825377972378,-0.09704650322974344,-0.019865244753762952,1.1552232360264043,-0.023120057976134575,0.0,-0.019835076987275817,-0.02341275719021232,-0.019835076987275817,-0.03082886104453057,0.03138797648033373,0.0,Morgens
abends,3.577183864791465,0.013949788625641703,-0.6416429532924193,-0.1152069187249251,-0.03802566024894465,1.1977049141303646,-0.04128047347131608,0.0,-0.03799549248245735,-0.04157317268539384,-0.03799549248245735,-0.04898927653971198,0.013227560985152086,0.0,abends
morgens abends,3.577183864791465,0.013949788625641703,-0.6416429532924193,-0.1152069187249251,-0.03802566024894465,1.1977049141303646,-0.04128047347131608,0.0,-0.03799549248245735,-0.04157317268539384,-0.03799549248245735,-0.04898927653971198,0.013227560985152086,0.0,morgens abends
Vorteile,3.7017287427408743,-0.020274288765027952,-0.675867030683089,-0.14943099611559463,-0.07224973763961413,1.271288204845133,-0.07550455086198574,0.0,-0.07221956987312682,-0.07579725007606325,-0.07221956987312682,-0.08321335393038168,-0.020996516405517442,0.0,Vorteile
abends vorteil+e,3.7017287427408743,-0.020274288765027952,-0.675867030683089,-0.14943099611559463,-0.07224973763961413,1.271288204845133,-0.07550455086198574,0.0,-0.07221956987312682,-0.07579725007606325,-0.07221956987312682,-0.08321335393038168,-0.020996516405517442,0.0,abends vorteil+e
vorteil+e groß,3.854140233650937,-0.06062230631489443,-0.7162150482329555,-0.1897790136654611,-0.11259775518948062,1.3487822067737663,-0.11585256841185208,0.0,-0.11256758742299322,-0.11614526762592972,-0.11256758742299322,-0.12356137148024815,-0.06134453395538391,0.0,vorteil+e groß
Stromnetzstabilität,3.205976345980778,0.12350897342307332,-0.5320837684949877,-0.0056477339274933975,0.07153352454848705,0.8928372618103962,0.06827871132611558,0.0,0.0715636923149745,0.06798601211203793,0.0715636923149745,0.060569908257719504,0.12278674578258376,0.0,Stromnetzstabilität
Virtuelle,3.2245649123554294,0.11772761928714734,-0.5378651226309136,-0.011429088063419362,0.06575217041256114,0.9124450065660299,0.06249735719018971,0.0,0.06578233817904852,0.062204657976111966,0.06578233817904852,0.05478855412179357,0.11700539164665788,0.0,Virtuelle
strom+netz+stabilität virtuell+e,3.2245649123554294,0.11772761928714734,-0.5378651226309136,-0.011429088063419362,0.06575217041256114,0.9124450065660299,0.06249735719018971,0.0,0.06578233817904852,0.062204657976111966,0.06578233817904852,0.05478855412179357,0.11700539164665788,0.0,strom+netz+stabilität virtuell+e
Schwungmassen,3.234362800224556,0.11469371154871301,-0.5408990303693479,-0.014462995801853685,0.06271826267412682,0.9225384967719858,0.05946344945175525,0.0,0.062748430440614,0.05917075023767761,0.062748430440614,0.05175464638335921,0.11397148390822351,0.0,Schwungmassen
virtuell+e schwung+masse+n,3.234362800224556,0.11469371154871301,-0.5408990303693479,-0.014462995801853685,0.06271826267412682,0.9225384967719858,0.05946344945175525,0.0,0.062748430440614,0.05917075023767761,0.062748430440614,0.05175464638335921,0.11397148390822351,0.0,virtuell+e schwung+masse+n
schwung+masse+n strom+netz,3.205976345980778,0.12350897342307332,-0.5320837684949877,-0.0056477339274933975,0.07153352454848705,0.8928372618103962,0.06827871132611558,0.0,0.0715636923149745,0.06798601211203793,0.0715636923149745,0.060569908257719504,0.12278674578258376,0.0,schwung+masse+n strom+netz
stabilisieren,3.269711935556038,0.10382376160944037,-0.5517689803086204,-0.02533294574112633,0.051848312734854254,0.9576470844899148,0.048593499512482666,0.0,0.05187848050134148,0.048300800298404986,0.05187848050134148,0.04088469644408662,0.10310153396895091,0.0,stabilisieren
strom+netz stabilisier+en,3.269711935556038,0.10382376160944037,-0.5517689803086204,-0.02533294574112633,0.051848312734854254,0.9576470844899148,0.048593499512482666,0.0,0.05187848050134148,0.048300800298404986,0.05187848050134148,0.04088469644408662,0.10310153396895091,0.0,strom+netz stabilisier+en
Ohne,18.74084792514883,-0.05997003136268686,0.09294664118364854,-0.018691128356555554,-0.04259537627944275,-0.18908011174024542,-0.05859242320838938,0.0,-0.04251705124695044,-0.055976747939047077,-0.04251705124695044,-0.0712358304305513,-0.06261913149872299,0.0,Ohne
stabilisier+en ohne,3.2888182394599506,0.09799734701826343,-0.5575953948997975,-0.031159360332303366,0.04602189814367733,0.9758192493317994,0.04276708492130558,0.0,0.04605206591016454,0.04247438570722791,0.04605206591016454,0.0350582818529096,0.09727511937777385,0.0,stabilisier+en ohne
ohne groß+e,3.296239051303666,0.09574351241747443,-0.5598492295005866,-0.033413194933092305,0.04376806354288814,0.9827332579427902,0.040513250320516704,0.0,0.0437982313093755,0.04022055110643898,0.0437982313093755,0.032804447252120804,0.09502128477698488,0.0,ohne groß+e
Turbinen,3.3056155639823004,0.09290294123563576,-0.5626898006824254,-0.036253766114930974,0.040927492361049374,0.9913577345535306,0.037672679138677896,0.0,0.04095766012753667,0.03737997992460026,0.04095766012753667,0.029963876070281822,0.09218071359514615,0.0,Turbinen
groß+e turbine+n,3.3056155639823004,0.09290294123563576,-0.5626898006824254,-0.036253766114930974,0.040927492361049374,0.9913577345535306,0.037672679138677896,0.0,0.04095766012753667,0.03737997992460026,0.04095766012753667,0.029963876070281822,0.09218071359514615,0.0,groß+e turbine+n
Wind-,4.559988241993123,-0.22879439547664215,-0.8843871373947032,-0.35795110282720893,-0.2807698443512284,1.5959070810951617,-0.2840246575735999,0.0,-0.28073967658474097,-0.28431735678767756,-0.28073967658474097,-0.2917334606419959,-0.22951662311713156,0.0,Wind-
