,summary,Urbane_Hitzeinsel,Klimawandel,Tipping_Points,Oekologie,Energiewende,Landwirtschaft,Waermewende,Klimaextreme,Gesundheit,Wasserversorgung,Industrie,Geo_Engineering,Verkehrswende,word
polen bau+t,3.4075663506616793,0.06252729318940525,-0.5930654487286556,-0.06662941416116144,0.010551844314819018,1.0778291564012878,0.007297031092447538,0.0,0.010582012081306299,0.007004331878369859,0.010582012081306299,-0.0004117719759484486,0.06180506554891578,0.0,polen bau+t
erneuerbare,3.7289852633234624,-0.027610499741714468,-0.6832032416597755,-0.15676720709228117,-0.07958594861630083,1.2860717891538687,-0.08284076183867234,0.0,-0.07955578084981349,-0.08313346105274999,-0.07955578084981349,-0.09054956490706817,-0.02833272738220405,0.0,erneuerbare
bau+t erneuer+bar+e,3.39387884128507,0.06655218127367121,-0.5890405606443898,-0.0626045260768954,0.014576732399085027,1.0669377587014932,0.011321919176713631,0.0,0.014606900165572426,0.011029219962635816,0.014606900165572426,0.0036131161083174587,0.06582995363318184,0.0,bau+t erneuer+bar+e
erneuer+bar+e energie+n,4.960529857340657,-0.31298691157203434,-0.9685796534900954,-0.4421436189226012,-0.3649623604466207,1.6880642395336547,-0.3682171736689921,0.0,-0.36493219268013327,-0.3685098728830698,-0.36493219268013327,-0.3759259767373882,-0.31370913921252386,0.0,erneuer+bar+e energie+n
Bevölkerung,3.327948724241658,0.08616953407509051,-0.5694232078429705,-0.04298717327547631,0.034194085200504154,1.0114139869236405,0.030939271978132753,0.0,0.03422425296699155,0.030646572764055108,0.03422425296699155,0.02323046890973662,0.08544730643460086,0.0,Bevölkerung
der bevölkerung,3.327948724241658,0.08616953407509051,-0.5694232078429705,-0.04298717327547631,0.034194085200504154,1.0114139869236405,0.030939271978132753,0.0,0.03422425296699155,0.030646572764055108,0.03422425296699155,0.02323046890973662,0.08544730643460086,0.0,der bevölkerung
unterstützt,7.402915227671906,0.0410372930818261,-0.12909091238433118,0.0011226811707974998,0.024487008708778922,0.3501700325105181,0.03655520363742267,0.0,0.024555293880042073,0.013171148297766515,0.024555293880042073,-0.0004185705934740128,0.038802587842664625,0.0,unterstützt
bevölkerung unter+stütz+t,3.3072316541655526,0.09241416834791773,-0.5631785735701433,-0.03674253900264888,0.040438719473331566,0.9928318093273337,0.03718390625095995,0.0,0.040468887239818854,0.03689120703688235,0.040468887239818854,0.029475103182564102,0.09169194070742821,0.0,bevölkerung unter+stütz+t
neuerdings,3.2831192475904682,0.09973168892557197,-0.555861052992489,-0.02942501842499467,0.0477562400509857,0.970455419150336,0.04450142682861428,0.0,0.04778640781747304,0.04420872761453661,0.04778640781747304,0.03679262376021842,0.09900946128508248,0.0,neuerdings
unter+stütz+t neuerdings,3.2831192475904682,0.09973168892557197,-0.555861052992489,-0.02942501842499467,0.0477562400509857,0.970455419150336,0.04450142682861428,0.0,0.04778640781747304,0.04420872761453661,0.04778640781747304,0.03679262376021842,0.09900946128508248,0.0,unter+stütz+t neuerdings
Bedingung,3.2538603286073577,0.10868356464525138,-0.5469091772728096,-0.020473142705315254,0.05670811577066523,0.9421497460934296,0.053453302548293745,0.0,0.05673828353715254,0.05316060333421612,0.05673828353715254,0.0457444994798978,0.1079613370047619,0.0,Bedingung
neuerdings bedingung,3.2538603286073577,0.10868356464525138,-0.5469091772728096,-0.020473142705315254,0.05670811577066523,0.9421497460934296,0.053453302548293745,0.0,0.05673828353715254,0.05316060333421612,0.05673828353715254,0.0457444994798978,0.1079613370047619,0.0,neuerdings bedingung
Versorgungssicherheit,3.238476970326314,0.11342250113670531,-0.5421702407813557,-0.015734206213861485,0.061447052262118954,0.9267285674218962,0.05819223903974736,0.0,0.06147722002860617,0.05789953982566988,0.06147722002860617,0.05048343597135153,0.11270027349621572,0.0,Versorgungssicherheit
bedingung versorgung+s+sicherheit,3.238476970326314,0.11342250113670531,-0.5421702407813557,-0.015734206213861485,0.061447052262118954,0.9267285674218962,0.05819223903974736,0.0,0.06147722002860617,0.05789953982566988,0.06147722002860617,0.05048343597135153,0.11270027349621572,0.0,bedingung versorgung+s+sicherheit
Anfang,3.216291704253419,0.12029659827379371,-0.5352961436442673,-0.008860109076773056,0.06832114939920735,0.9037935935505494,0.0650663361768359,0.0,0.06835131716569467,0.06477363696275823,0.06835131716569467,0.05735753310843983,0.11957437063330426,0.0,Anfang
Juli,3.2101806755198057,0.12219842876941442,-0.5333943131486467,-0.006958278581152295,0.07022297989482813,0.897325850603312,0.0669681666724566,0.0,0.07025314766131546,0.0666754674583791,0.07025314766131546,0.059259363604060616,0.12147620112892493,0.0,Juli
anfang juli,3.2101806755198057,0.12219842876941442,-0.5333943131486467,-0.006958278581152295,0.07022297989482813,0.897325850603312,0.0669681666724566,0.0,0.07025314766131546,0.0666754674583791,0.07025314766131546,0.059259363604060616,0.12147620112892493,0.0,anfang juli
stand,19.411476540602642,-0.06113059369809077,0.10285016223452509,-0.016714301178273917,-0.04241257883320096,-0.25048543524177314,-0.05845573533187001,0.0,-0.042334081703061424,-0.055829434483106594,-0.042334081703061424,-0.07111730935435476,-0.06378695924791955,0.0,stand
juli steh,3.205976345980778,0.12350897342307332,-0.5320837684949877,-0.0056477339274933975,0.07153352454848705,0.8928372618103962,0.06827871132611558,0.0,0.0715636923149745,0.06798601211203793,0.0715636923149745,0.060569908257719504,0.12278674578258376,0.0,juli steh
steh polen+s,3.2010970919250266,0.12503205726042077,-0.5305606846576402,-0.0041246500901459095,0.0730566083858346,0.8875878386735456,0.06980179516346302,0.0,0.07308677615232176,0.06950909594938537,0.07308677615232176,0.06209299209506703,0.12430982961993121,0.0,steh polen+s
Ministerpräsident,3.195619817815552,0.12674458433497582,-0.5288481575830852,-0.002412123015590903,0.07476913546038957,0.8816427470800633,0.07151432223801787,0.0,0.07479930322687689,0.07122162302394035,0.07479930322687689,0.06380551916962197,0.12602235669448605,0.0,Ministerpräsident
polen+s minister+präsident,3.195619817815552,0.12674458433497582,-0.5288481575830852,-0.002412123015590903,0.07476913546038957,0.8816427470800633,0.07151432223801787,0.0,0.07479930322687689,0.07122162302394035,0.07479930322687689,0.06380551916962197,0.12602235669448605,0.0,polen+s minister+präsident
Donald,3.1824973154301404,0.13085944162817648,-0.5247333002898845,0.0017027342776098533,0.07888399275359026,0.8671692920683639,0.07562917953121874,0.0,0.07891416052007762,0.07533648031714119,0.07891416052007762,0.06792037646282278,0.1301372139876869,0.0,Donald
minister+präsident donald,3.1824973154301404,0.13085944162817648,-0.5247333002898845,0.0017027342776098533,0.07888399275359026,0.8671692920683639,0.07562917953121874,0.0,0.07891416052007762,0.07533648031714119,0.07891416052007762,0.06792037646282278,0.1301372139876869,0.0,minister+präsident donald
Tusk,3.1777321499391737,0.13235786756029325,-0.5232348743577679,0.0032011602097263107,0.08038241868570692,0.86183131586039,0.0771276054633354,0.0,0.0804125864521941,0.07683490624925778,0.0804125864521941,0.0694188023949394,0.13163563991980354,0.0,Tusk
donald tusk,3.1777321499391737,0.13235786756029325,-0.5232348743577679,0.0032011602097263107,0.08038241868570692,0.86183131586039,0.0771276054633354,0.0,0.0804125864521941,0.07683490624925778,0.0804125864521941,0.0694188023949394,0.13163563991980354,0.0,donald tusk
Kleinstadt,3.1699567056013187,0.13480771927914006,-0.5207850226389209,0.005651011928573411,0.0828322704045539,0.8530246980459478,0.07957745718218233,0.0,0.08286243817104115,0.07928475796810462,0.08286243817104115,0.07186865411378639,0.13408549163865072,0.0,Kleinstadt
tusk kleinstadt,3.1699567056013187,0.13480771927914006,-0.5207850226389209,0.005651011928573411,0.0828322704045539,0.8530246980459478,0.07957745718218233,0.0,0.08286243817104115,0.07928475796810462,0.08286243817104115,0.07186865411378639,0.13408549163865072,0.0,tusk kleinstadt
Kleczew,3.1632294556706615,0.13693216416028084,-0.5186605777577802,0.007775456809714158,0.0849567152856946,0.8453068423029817,0.08170190206332312,0.0,0.08498688305218195,0.0814092028492454,0.08498688305218195,0.07399309899492709,0.13620993651979132,0.0,Kleczew
kleinstadt kleczew,3.1632294556706615,0.13693216416028084,-0.5186605777577802,0.007775456809714158,0.0849567152856946,0.8453068423029817,0.08170190206332312,0.0,0.08498688305218195,0.0814092028492454,0.08498688305218195,0.07399309899492709,0.13620993651979132,0.0,kleinstadt kleczew
östlich,3.1585572801874466,0.13841028309377013,-0.517182458824291,0.009253575743203329,0.08643483421918374,0.8398918840188886,0.0831800209968121,0.0,0.0864650019856709,0.08288732178273454,0.0864650019856709,0.07547121792841623,0.13768805545328042,0.0,östlich
kleczew östlich,3.1585572801874466,0.13841028309377013,-0.517182458824291,0.009253575743203329,0.08643483421918374,0.8398918840188886,0.0831800209968121,0.0,0.0864650019856709,0.08288732178273454,0.0864650019856709,0.07547121792841623,0.13768805545328042,0.0,kleczew östlich
Posen,3.1518690002140666,0.14053003924988247,-0.5150627026681786,0.011373331899315602,0.08855459037529617,0.832060676362479,0.08529977715292467,0.0,0.08858475814178347,0.08500707793884683,0.08858475814178347,0.07759097408452872,0.13980781160939298,0.0,Posen
östlich posen,3.1518690002140666,0.14053003924988247,-0.5150627026681786,0.011373331899315602,0.08855459037529617,0.832060676362479,0.08529977715292467,0.0,0.08858475814178347,0.08500707793884683,0.08858475814178347,0.07759097408452872,0.13980781160939298,0.0,östlich posen
Pozna,3.1481327062258435,0.14171616414329352,-0.5138765777747676,0.01255945679272667,0.0897407152687071,0.8276444501014691,0.08648590204633565,0.0,0.08977088303519441,0.08619320283225795,0.08977088303519441,0.07877709897793958,0.14099393650280376,0.0,Pozna
posen pozna,3.1481327062258435,0.14171616414329352,-0.5138765777747676,0.01255945679272667,0.0897407152687071,0.8276444501014691,0.08648590204633565,0.0,0.08977088303519441,0.08619320283225795,0.08977088303519441,0.07877709897793958,0.14099393650280376,0.0,posen pozna
stolzem,3.1424892570285463,0.143510406666294,-0.5120823352517669,0.014353699315727267,0.09153495779170782,0.8209167183736444,0.08828014456933632,0.0,0.09156512555819517,0.08798744535525853,0.09156512555819517,0.08057134150094031,0.1427881790258045,0.0,stolzem
pozna stolz+em,3.1424892570285463,0.143510406666294,-0.5120823352517669,0.014353699315727267,0.09153495779170782,0.8209167183736444,0.08828014456933632,0.0,0.09156512555819517,0.08798744535525853,0.09156512555819517,0.08057134150094031,0.1427881790258045,0.0,pozna stolz+em
Blick,3.1385489959924735,0.14476505960557817,-0.510827682312483,0.015608352255011315,0.09278961073099178,0.8161779717832816,0.08953479750862041,0.0,0.09281977849747922,0.08924209829454278,0.09281977849747922,0.08182599444022444,0.14404283196508855,0.0,Blick
stolz+em blick,3.1385489959924735,0.14476505960557817,-0.510827682312483,0.015608352255011315,0.09278961073099178,0.8161779717832816,0.08953479750862041,0.0,0.09281977849747922,0.08924209829454278,0.09281977849747922,0.08182599444022444,0.14404283196508855,0.0,stolz+em blick
Wiese,3.131049769889758,0.14715731147341643,-0.5084354304446446,0.018000604122849675,0.0951818625988301,0.8070631973353881,0.09192704937645853,0.0,0.09521203036531732,0.09163435016238093,0.09521203036531732,0.08421824630806256,0.14643508383292675,0.0,Wiese
blick wiese,3.131049769889758,0.14715731147341643,-0.5084354304446446,0.018000604122849675,0.0951818625988301,0.8070631973353881,0.09192704937645853,0.0,0.09521203036531732,0.09163435016238093,0.09521203036531732,0.08421824630806256,0.14643508383292675,0.0,blick wiese
Hinter,3.1279176304119325,0.14815816018821548,-0.5074345817298456,0.0190014528376486,0.09618271131362917,0.8032185233328821,0.09292789809125766,0.0,0.09621287908011646,0.09263519887717994,0.09621287908011646,0.08521909502286157,0.14743593254772586,0.0,Hinter
reihten,3.123165142910218,0.14967869305898476,-0.5059140488590763,0.02052198570841815,0.09770324418439862,0.7973416669307454,0.09444843096202708,0.0,0.09773341195088578,0.09415573174794925,0.09773341195088578,0.08673962789363106,0.1489564654184954,0.0,reihten
hinter reih+ten,3.123165142910218,0.14967869305898476,-0.5059140488590763,0.02052198570841815,0.09770324418439862,0.7973416669307454,0.09444843096202708,0.0,0.09773341195088578,0.09415573174794925,0.09773341195088578,0.08673962789363106,0.1489564654184954,0.0,hinter reih+ten
Solarpanels,3.1177981877483587,0.15139860589952112,-0.5041941360185398,0.022241898548954614,0.09942315702493498,0.7906414283933841,0.09616834380256349,0.0,0.09945332479142224,0.0958756445884859,0.09945332479142224,0.08845954073416741,0.15067637825903166,0.0,Solarpanels
reih+ten solarpanel+s,3.1177981877483587,0.15139860589952112,-0.5041941360185398,0.022241898548954614,0.09942315702493498,0.7906414283933841,0.09616834380256349,0.0,0.09945332479142224,0.0958756445884859,0.09945332479142224,0.08845954073416741,0.15067637825903166,0.0,reih+ten solarpanel+s
solarpanel+s fast,3.113066486694649,0.1529174005485796,-0.5026753413694812,0.02376069319801307,0.10094195167399342,0.7846774464786846,0.0976871384516221,0.0,0.10097211944048083,0.09739443923754429,0.10097211944048083,0.08997833538322596,0.1521951729080901,0.0,solarpanel+s fast
Horizont…,3.10816335217467,0.154493659797044,-0.501099082121017,0.025336952446477382,0.10251821092245772,0.7784402938003183,0.09926339770008633,0.0,0.10254837868894508,0.09897069848600859,0.10254837868894508,0.09155459463169037,0.15377143215655437,0.0,Horizont…
fast horizont…,3.10816335217467,0.154493659797044,-0.501099082121017,0.025336952446477382,0.10251821092245772,0.7784402938003183,0.09926339770008633,0.0,0.10254837868894508,0.09897069848600859,0.10254837868894508,0.09155459463169037,0.15377143215655437,0.0,fast horizont…
+5864,3.104183070960164,0.155775069907827,-0.49981767201023414,0.026618362557260095,0.1037996210332406,0.7733337050062613,0.10054480781086908,0.0,0.10382978879972783,0.10025210859679148,0.10382978879972783,0.09283600474247307,0.15505284226733734,0.0,+5864
horizont… +5864,3.104183070960164,0.155775069907827,-0.49981767201023414,0.026618362557260095,0.1037996210332406,0.7733337050062613,0.10054480781086908,0.0,0.10382978879972783,0.10025210859679148,0.10382978879972783,0.09283600474247307,0.15505284226733734,0.0,horizont… +5864
+5864 char+s,3.1020734293287866,0.15645491345362078,-0.4991378284644403,0.027298206103054005,0.10447946457903458,0.7706111416411318,0.10122465135666295,0.0,0.10450963234552177,0.10093195214258535,0.10450963234552177,0.0935158482882671,0.1557326858131311,0.0,+5864 char+s
klima+wandel hitze,13.705556461018714,0.004427075352329254,0.07202407264604006,0.022335590998618347,0.011871159065460657,-0.4459936775983488,-0.0036876346137313643,0.0,0.011947847514675492,-0.0011729104544465116,0.011947847514675492,-0.01615849993504525,0.0018466390177799882,0.0,klima+wandel hitze
Europa,84.83190890135535,-0.23295955617823363,0.26569503165677744,-0.08134896090532859,-0.16688519151827927,-0.6709822908632678,-0.18359604726208312,0.0,-0.16680420432418158,-0.18081578424652903,-0.16680420432418158,-0.19652098765944362,-0.23572291643932836,0.0,Europa
hitze europa,19.351392168843724,-0.04605427038857587,0.12179097848026998,-0.0005362798301960966,-0.026863959053735894,-0.5042271868487191,-0.04292269885536847,0.0,-0.026785403765019603,-0.04029280677212189,-0.026785403765019603,-0.05559041315526737,-0.048713093536315526,0.0,hitze europa
Ärzte,13.65152953018411,0.004648744217599814,0.07090238815057551,0.022200778379714244,0.011942389885596925,-0.445609584119428,-0.003608216743589783,0.0,0.012019047746964235,0.006574739081771837,0.012019047746964235,-0.016075860940827472,0.0020695849724017665,0.0,Ärzte
europa arzt+e,10.860208657966506,0.03967976877064469,0.03323944967509015,0.03845897684218884,0.03909518714502989,-0.39929948502302237,0.024055866510557803,0.0,0.03916993373019914,0.026451024182905715,0.03916993373019914,0.011789230473308621,0.037180055760672855,0.0,europa arzt+e
dringen,10.306067852814548,0.04774484979341219,0.02381906680960216,0.04215797120255425,0.045340380445804865,-0.3877736256979325,0.03044546190624043,0.0,0.045414586861126045,0.03280740038474578,0.045414586861126045,0.01823554255880452,0.0452674806700645,0.0,dringen
arzt+e dring+en,10.306067852814548,0.04774484979341219,0.02381906680960216,0.04215797120255425,0.045340380445804865,-0.3877736256979325,0.03044546190624043,0.0,0.045414586861126045,0.03280740038474578,0.045414586861126045,0.01823554255880452,0.0452674806700645,0.0,arzt+e dring+en
verbindliche,9.488397558041267,0.0605733488015079,0.008369483339532531,0.0480457271185599,0.05528543488796044,-0.3687231683656728,0.04064305550054967,0.0,0.05535869623474565,0.04294691646560061,0.05535869623474565,0.02853226947350893,0.058134973799693436,0.0,verbindliche
dring+en verbindlich+e,9.488397558041267,0.0605733488015079,0.008369483339532531,0.0480457271185599,0.05528543488796044,-0.3687231683656728,0.04064305550054967,0.0,0.05535869623474565,0.04294691646560061,0.05535869623474565,0.02853226947350893,0.058134973799693436,0.0,dring+en verbindlich+e
verbindlich+e maßnahme+n,8.86112705460468,0.0712806526888423,-0.00499021620714272,0.052961539562018656,0.06359577440006287,-0.352111609220558,0.04918756925622584,0.0,0.0636681589680666,0.05143759673318893,0.0636681589680666,0.03716864401734189,0.06887835249618886,0.0,verbindlich+e maßnahme+n
maßnahme+n der,8.489015218842905,0.07804059603375682,-0.013655597394332147,0.056064799854812226,0.06884653518924302,-0.34127473527970104,0.05459804201664708,0.0,0.06891832153546498,0.05681136514492302,0.06891832153546498,0.04264173309782069,0.07566285809687755,0.0,maßnahme+n der
der extrem+e,8.359397053127266,0.08047345982270364,-0.01681968287509072,0.05718145794748005,0.07073697795287309,-0.3373064909207768,0.056548330447970314,0.0,0.070808540089634,0.05874790243405708,0.070808540089634,0.04461547726656055,0.07810491750141293,0.0,der extrem+e
europa führ+t,7.7404136562387595,0.09270505286997542,-0.03310815513819703,0.06279294889232431,0.08024680088949367,-0.316793108337782,0.06637907990599565,0.0,0.08031716022657931,0.06850493212192343,0.08031716022657931,0.054571942949208085,0.0903857526884054,0.0,europa führ+t
Übersterblichkeit,7.559006875374258,0.0964988316640655,-0.038294077069635064,0.06453216394232139,0.08319805580941991,-0.31023549158911784,0.06943698875073544,0.0,0.08326801524718558,0.07153834963455544,0.08326801524718558,0.05767160642642353,0.09419587167555785,0.0,Übersterblichkeit
führ+t über+sterblichkeit,7.559006875374258,0.0964988316640655,-0.038294077069635064,0.06453216394232139,0.08319805580941991,-0.31023549158911784,0.06943698875073544,0.0,0.08326801524718558,0.07153834963455544,0.08326801524718558,0.05767160642642353,0.09419587167555785,0.0,führ+t über+sterblichkeit
über+sterblichkeit allein,7.236543796094001,0.10350226442500625,-0.0480418425945874,0.06774069220135598,0.08864801516740126,-0.29788059856720034,0.07509319666637171,0.0,0.08871720103404225,0.07714720727289637,0.08871720103404225,0.06340852502962056,0.10123087120419867,0.0,über+sterblichkeit allein
allein deutschland,7.092423257861767,0.10674690125979358,-0.05263681864516843,0.0692260981231043,0.09117369429147543,-0.29204537484695764,0.07771868754574777,0.0,0.09124250568285125,0.07974978884632149,0.09124250568285125,0.0660730585178877,0.1044907699550276,0.0,allein deutschland
sterben,11.327427419322648,0.033228265693622985,0.04062066427730067,0.03550213503129274,0.03410370936874557,-0.40828076370011496,0.01895628295832604,0.0,0.034178860242923284,0.021376314981917263,0.034178860242923284,0.0066471708721899635,0.030711800375742802,0.0,sterben
deutschland sterb+en,6.937607586531001,0.11031625143407481,-0.057751018220099794,0.07085925969350877,0.09395264467341875,-0.2855436421647357,0.08061065704911236,0.0,0.09402103194850428,0.08261582181836315,0.09402103194850428,0.0690092239467481,0.10807739066149127,0.0,deutschland sterb+en
sterb+en tausend+e,6.843700404557428,0.11252544974909043,-0.060948125946020386,0.07186957223961198,0.09567288876455345,-0.28147579870104966,0.08240257816472722,0.0,0.09574100701484507,0.08439129622240164,0.09574100701484507,0.07082916714718175,0.11029753618333499,0.0,sterb+en tausend+e
Menschen,41.53856918240247,-0.15278744802914962,0.20323576115427416,-0.049846013612750185,-0.10856597195959766,-0.6062014338736577,-0.12512286146601662,0.0,-0.10848555860407069,-0.04483118462983312,-0.10848555860407069,-0.13798702008525607,-0.15552565680775648,0.0,Menschen
tausend+e mensch+en,6.745705213281035,0.11486767368719161,-0.0643647040810945,0.07294026646572231,0.09749691611789545,-0.2771262659299684,0.0843040668266377,0.0,0.0975647435904891,0.08627501294242733,0.0975647435904891,0.07276093308441506,0.11265158582613875,0.0,tausend+e mensch+en
mensch+en infolge,6.654845925028841,0.11707400926288342,-0.06760879878607162,0.07394839311207263,0.09921529859808687,-0.2729942891720198,0.08609682047021859,0.0,0.09928284685113284,0.08805070557486122,0.09928284685113284,0.0745827501379135,0.11486927063213818,0.0,mensch+en infolge
hoher,13.598254132068988,0.005602332072851878,0.07078921271199551,0.022871532767836576,0.012776641939421584,-0.44452585463174304,-0.002767432575561324,0.0,0.012853275395606807,-0.000256097692126165,0.012853275395606807,-0.015232506824799803,0.003024191638083503,0.0,hoher
infolge hoch+er,6.579390743668888,0.11893238722488352,-0.07036090242011579,0.0747971756794081,0.10066280660361537,-0.26948763829645606,0.08760804298059688,0.0,0.10073011561403263,0.0895473132736823,0.10073011561403263,0.07611886687304223,0.11673736799573457,0.0,infolge hoch+er
Temperaturen,22.792756527742494,-0.10654092530203915,0.09390903642502002,-0.05160625945831191,-0.08330151800932306,-0.044214042182630774,-0.09948152312805177,0.0,-0.08322251021418822,-0.07485794822763123,-0.08322251021418822,-0.010831738391843418,-0.10921891373028376,0.0,Temperaturen
hoch+er temperatur+en,6.52575907045394,0.1202680307097249,-0.07235009077471152,0.07540700063884176,0.1017032216622403,-0.26695242961246934,0.08869486364244118,0.0,0.10177035640464628,0.09062349031798397,0.10177035640464628,0.07722381619251516,0.11808008842516489,0.0,hoch+er temperatur+en
arzt+e experte+n,6.305528922679839,0.12280775748521844,-0.08542653613143641,0.07456276528130898,0.10286821716043475,-0.2586583383566818,0.0900829626055823,0.0,0.10293451385588656,0.14974623261519093,0.10293451385588656,0.07869904012872789,0.12065381553029285,0.0,arzt+e experte+n
schlagen,6.2521403234161435,0.12304636213463763,-0.08929836000269673,0.07391750298441874,0.10274821375688215,-0.256872751919491,0.09002309528730891,0.0,0.10281428449962045,0.17052726453097855,0.10281428449962045,0.07866264777095443,0.12090157832282225,0.0,schlagen
experte+n schlag+en,6.2521403234161435,0.12304636213463763,-0.08929836000269673,0.07391750298441874,0.10274821375688215,-0.256872751919491,0.09002309528730891,0.0,0.10281428449962045,0.17052726453097855,0.10281428449962045,0.07866264777095443,0.12090157832282225,0.0,experte+n schlag+en
Alarm,6.202304385388179,0.12315500550269685,-0.09313616084564826,0.07318021366035092,0.10251381921576443,-0.25526641662814264,0.08984699156773526,0.0,0.10257967091377337,0.19162202424377267,0.10257967091377337,0.07850929504571771,0.12101909629408136,0.0,Alarm
schlag+en alarm,6.202304385388179,0.12315500550269685,-0.09313616084564826,0.07318021366035092,0.10251381921576443,-0.25526641662814264,0.08984699156773526,0.0,0.10257967091377337,0.19162202424377267,0.10257967091377337,0.07850929504571771,0.12101909629408136,0.0,schlag+en alarm
fordern,12.93798749897197,0.0018089316416871404,0.047447839860099275,0.01393440793687202,0.006816377166518298,-0.44575113328461613,-0.008603090589257055,0.0,0.006892545004055329,0.2050159764561329,0.006892545004055329,-0.021019149923250706,-0.0007497947340320611,0.0,fordern
alarm forder+n,6.141013643315572,0.12308655016562636,-0.09823204400427123,0.07203789615893261,0.1020101497737536,-0.25340951686281266,0.0894183654191982,0.0,0.10207571943806851,0.22045719961471305,0.10207571943806851,0.07810995313518888,0.12096206247721995,0.0,alarm forder+n
Handeln,6.085268691647668,0.12275297261617105,-0.10334781239728252,0.07068676221721926,0.10126443832063943,-0.2518937687707233,0.08874485359905257,0.0,0.10132973659960878,0.25042004160309106,0.10132973659960878,0.07746461027581376,0.12063946989157918,0.0,Handeln
forder+n handel+n,6.085268691647668,0.12275297261617105,-0.10334781239728252,0.07068676221721926,0.10126443832063943,-0.2518937687707233,0.08874485359905257,0.0,0.10132973659960878,0.25042004160309106,0.10132973659960878,0.07746461027581376,0.12063946989157918,0.0,forder+n handel+n
Angesichts,6.046946344586564,0.12230869739917347,-0.10723099010125065,0.06951311421578388,0.10052490628131379,-0.25099753760102317,0.08805773288621421,0.0,0.10059000753171124,0.2738782968308799,0.10059000753171124,0.07679793461030426,0.12020316663807096,0.0,Angesichts
jüngsten,6.299323553707756,0.07071778580850385,-0.1642959439261903,0.01676524656441481,0.048465915491308215,0.24138452694914853,0.03608301916367345,0.0,0.04853069987897317,0.2650793406602737,0.04853069987897317,0.024856090346935956,0.06862506998283431,0.0,jüngsten
angesichts jung+st+en,5.9895920680380055,0.12113673336945774,-0.11387699636523667,0.06718419412536845,0.09888486305226186,-0.25001756044767287,0.08650196672462712,0.0,0.09894964743992686,0.31549828822122755,0.09894964743992686,0.07527503790788967,0.11904401754378804,0.0,angesichts jung+st+en
Hitzewellen,18.493636849587613,-0.04889231592211392,0.10330325178237722,-0.007817031612724254,-0.03160476217809166,-0.5063964036717461,-0.026028592408645343,0.0,-0.03152644865460628,0.12031216639193337,-0.03152644865460628,-0.06024091818037062,-0.051540930541750726,0.0,Hitzewellen
jung+st+en hitze+welle+n,5.959140226466565,0.12012571799263691,-0.11802961908388099,0.06551143668373663,0.09760626865017766,-0.24978362292009057,0.08527221029092834,0.0,0.09767086939438643,0.34244119591813366,0.09767086939438643,0.07406432568934652,0.11804042614833958,0.0,jung+st+en hitze+welle+n
Tausenden,5.912854264460548,0.11759042729053537,-0.1259085682528564,0.06185432137043498,0.0946176070554345,-0.25018493616309695,0.08236740611363214,0.0,0.09468189243338418,0.39541598703192354,0.09468189243338418,0.07119221563310199,0.11551787914932843,0.0,Tausenden
hitze+welle+n tausend+en,5.912854264460548,0.11759042729053537,-0.1259085682528564,0.06185432137043498,0.0946176070554345,-0.25018493616309695,0.08236740611363214,0.0,0.09468189243338418,0.39541598703192354,0.09468189243338418,0.07119221563310199,0.11551787914932843,0.0,hitze+welle+n tausend+en
Toten,5.889678313540414,0.11537474108687318,-0.13131868984321587,0.05897026171176949,0.09213195289871569,-0.2511151911715496,0.07993235499816956,0.0,0.09219604794680844,0.4330161522704989,0.09219604794680844,0.06877688995083935,0.1133098808117689,0.0,Toten
tausend+en tot+en,5.889678313540414,0.11537474108687318,-0.13131868984321587,0.05897026171176949,0.09213195289871569,-0.2511151911715496,0.07993235499816956,0.0,0.09219604794680844,0.4330161522704989,0.09219604794680844,0.06877688995083935,0.1133098808117689,0.0,tausend+en tot+en
tot+en forder+n,5.878276760192093,0.11373482965049588,-0.1348251330808427,0.056940593396204456,0.09033466221406214,-0.25200068035601775,0.07816479573594086,0.0,0.09039864542663772,0.45781056679312293,0.09039864542663772,0.06702091896676016,0.11167448555460176,0.0,tot+en forder+n
Bundesärztekammer,5.862455681960435,0.10950348517051217,-0.14268303649158923,0.0519536138954107,0.0857983071763056,-0.2547592619882426,0.07368655193668064,0.0,0.08586207178338161,0.5141996443703232,0.08586207178338161,0.06256532225319354,0.1074519665044566,0.0,Bundesärztekammer
forder+n bund+es+arzt+e+kammer,5.862455681960435,0.10950348517051217,-0.14268303649158923,0.0519536138954107,0.0857983071763056,-0.2547592619882426,0.07368655193668064,0.0,0.08586207178338161,0.5141996443703232,0.08586207178338161,0.06256532225319354,0.1074519665044566,0.0,forder+n bund+es+arzt+e+kammer
rund,10.868797217844232,-0.12135285426237621,-0.1927353841435636,-0.13850417247683275,-0.12855507098454658,0.7893993318241377,-0.14301230715138755,0.0,-0.12848250280340737,0.25253263234894,-0.12848250280340737,-0.15505046102610684,-0.1237627015505553,0.0,rund
bund+es+arzt+e+kammer rund,5.873012878111428,0.09573465301159642,-0.1627595771744444,0.03687564265262342,0.07150137465668115,-0.2659448864957781,0.0594917760669006,0.0,0.07156475490672874,0.6585624969449997,0.07156475490672874,0.0484103503019677,0.09369864388746223,0.0,bund+es+arzt+e+kammer rund
